,Filename,Comment,Num Comments Tokens,Num Program Domain,Num Problem Domain,Operational,Conditional,Prog. Dom. Identifier Matches,Prob. Dom. Identifier Matches,Scope score,Build details,Author Details,Junk/Copy,Description of Dataset,Working Summary,Design And Development,Exception,Build Instruction,Commits and Bugs,AST Symbols,Comment Placement,POS Tags Score,Actual,Predicted
14940,PLplot/src/plline.c/plline.c,Now figure out which side this is.,1.45,0.05,0.05,1.67,0.05,0.05,0.05,0.41,0.05,0.05,0.05,0.0,1.0000001049,0.5000000162,0.0,0.0,0.0,0.0,2,-0.33647394,2,0
14949,PLplot/src/plgridd.c/plgridd.c,print the triangles vertices,2.15,0.05,1.65,1.67,0.05,0.05,0.05,0.41,0.05,0.05,0.05,1.0000001049,1.5000000905000002,2.1000002299,1.0000001049,0.0,0.0,0.46211717,2,-0.34997723,2,2
14950,PLplot/src/plbox.c/plbox.c,Top axis.,1.45,0.05,0.05,1.67,0.05,0.05,0.05,0.41,0.05,0.05,0.05,0.0,0.5000000162,0.7999999637,0.5000000162,0.0,0.0,0.0,2,-0.4402702,2,2
14960,PLplot/src/plsym.c/plsym.c,Convert to physical units (mm) and compute shifts,4.25,1.25,0.05,1.67,0.05,0.05,0.05,0.41,0.05,0.05,0.05,4.0000001946,4.999976525899999,4.999976525899999,0.0,0.0,0.0,0.0,2,-0.19453113,1,1
14965,PLplot/src/plot3d.c/plot3d.c,"--------------------------------------------------------------------------
void plt3zz()

Draws the next zig-zag line for a 3-d plot.  The data is stored in array
z[][] as a function of x[] and y[], and is plotted out starting at index
(x0,y0).

Depending on the state of ""flag"", the sequence of data points sent to
plnxtv is altered so as to allow cross-hatch plotting, or plotting
parallel to either the x-axis or the y-axis.
--------------------------------------------------------------------------",28.05,10.85,3.25,4.37,1.25,0.05,0.05,0.41,0.05,0.05,0.05,3.0000046942000003,20.0,20.0,2.5000000695,0.5000000162,0.0,0.9950548,2,0.9082308000000001,2,2
14968,PLplot/src/plbox.c/plbox.c,"Fixed point, i.e. .1, 1, 10, etc",5.65,0.05,0.05,0.23,0.05,0.05,0.05,0.41,0.05,0.05,0.05,0.0,0.0,0.5000000162,0.0,0.0,0.0,0.0,2,-0.34997723,2,2
14971,PLplot/src/plbox.c/plbox.c,Logarithmic,0.75,0.05,0.05,0.23,0.05,0.05,0.05,0.41,0.05,0.05,0.05,1.5000000905000002,1.5000000905000002,1.5000000905000002,0.0,0.0,0.0,0.46211717,2,-0.40251392,2,2
14973,PLplot/src/plbox.c/plbox.c,Extra space for superscript,2.85,2.45,0.05,0.23,0.05,0.05,0.05,0.41,0.05,0.05,0.05,1.0000001049,0.5000000162,1.5999996386000002,1.0000001049,0.0,0.0,0.0,2,-0.37654829999999995,2,2
14974,PLplot/src/plgridd.c/plgridd.c,#ifdef PLPLOT_NONN,1.45,0.05,0.05,0.23,0.05,0.05,0.05,0.41,0.05,0.05,0.05,0.5000000162,0.5000000162,0.5000000162,0.0,0.0,0.0,0.0,2,-0.32283083,2,2
14980,PLplot/src/plot3d.c/plot3d.c,"The contour plotted at the base will be identical to the one obtained
with c_plcont(). The contour plotted at the surface is simple minded, but
can be improved by using the contour data available.
",11.95,1.25,4.85,0.41,0.05,0.05,0.05,0.41,0.05,0.05,0.05,1.0000001049,4.999976525899999,3.0000046942000003,0.0,0.0,0.0,0.7615941999999999,2,0.32631475,2,2
14983,PLplot/src/plgridd.c/plgridd.c,thin triangle!,1.45,0.05,1.65,0.23,0.05,0.05,0.05,0.41,0.05,0.05,0.05,0.0,0.0,0.6000000464,1.0000001049,0.0,0.0,0.0,2,-0.41526130000000006,2,2
14986,PLplot/src/plargs.c/plargs.c,Background color,1.45,0.05,1.65,0.23,0.05,0.05,0.05,0.41,0.05,0.05,0.05,0.5000000162,0.5000000162,1.0000001049,0.0,0.0,0.0,0.46211717,2,-0.38960853,0,2
14991,PLplot/src/plshade.c/plshade.c,expand in x direction,2.15,0.05,0.05,1.67,0.05,0.05,0.05,0.41,0.05,0.05,0.05,0.5000000162,1.0000001049,1.0000001049,0.0,0.0,0.0,0.46211717,2,-0.34997723,2,1
14994,PLplot/src/plcvt.c/plcvt.c,world coords into millimeters (x),2.85,0.05,0.05,1.67,0.05,0.05,0.05,0.41,0.05,0.05,0.05,0.0,0.5000000162,0.5000000162,0.0,0.0,0.0,0.0,2,-0.37654829999999995,2,1
14996,PLplot/src/plwind.c/plwind.c,Go to level 3,2.15,0.05,0.05,1.67,0.05,0.05,0.05,0.41,0.05,0.05,0.05,0.0,0.5000000162,0.5000000162,0.0,0.0,0.0,0.0,2,-0.38960853,0,2
14998,PLplot/src/plargs.c/plargs.c,"--------------------------------------------------------------------------
opt_db()

! Performs appropriate action for option ""db"":
! Double buffer X output (update only done on eop or Expose)
!
! @param PL_UNUSED( opt ) Not used.
! @param PL_UNUSED( opt_arg ) Not used.
! @param PL_UNUSED( client_data ) Not used.
!
! returns 0.
!
--------------------------------------------------------------------------",21.75,6.05,0.05,6.53,0.05,0.05,0.05,0.41,0.05,5.05,0.05,6.9979166386000005,20.0,20.0,0.5000000162,0.5000000162,0.0,0.9950548,2,0.8544514999999999,1,2
15012,PLplot/src/plctrl.c/plctrl.c,Set saturation -- keep at maximum,3.55,1.25,1.65,1.67,0.05,0.05,0.05,0.41,0.05,0.05,0.05,1.0000001049,2.000000282,3.5000006561,0.0,0.5000000162,0.0,0.0,2,-0.30905223,2,2
15013,PLplot/src/plot3d.c/plot3d.c,"even if MESH is not set, ""set it"",
as the base contour can only be done in this case",6.35,4.85,1.65,0.41,2.45,0.05,0.05,0.41,0.05,0.05,0.05,2.000000282,4.5000590733,3.5000006561,0.0,0.0,0.0,0.0,2,-0.013358983999999999,2,2
15017,PLplot/src/plot3d.c/plot3d.c,"--------------------------------------------------------------------------
void plnxtvhi()

Draw the top side of the 3-d plot.
--------------------------------------------------------------------------",6.35,1.25,0.05,2.21,0.05,0.05,0.05,0.41,0.05,0.05,0.05,0.0,0.5000000162,1.300000158,0.5000000162,0.5000000162,0.0,0.9640276,2,-0.17976068,2,2
15023,PLplot/src/plfill.c/plfill.c,"LR, short way around",2.85,0.05,0.05,0.23,0.05,0.05,0.05,0.41,0.05,0.05,0.05,0.5000000162,0.5000000162,1.0000001049,0.0,0.0,0.0,0.46211717,2,-0.33647394,2,2
15028,PLplot/src/plvpor.c/plvpor.c,center plot within page,2.85,0.05,0.05,0.23,0.05,0.05,0.05,0.41,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,-0.37654829999999995,2,2
15037,PLplot/src/plgridd.c/plgridd.c,Build system has already checked that sizeof ( realT ) == sizeof ( double ),5.65,3.65,0.05,1.67,0.05,0.05,0.05,0.41,10.05,0.05,0.05,5.5000425692,5.9995261631,20.0,0.0,0.5000000162,0.0,0.7615941999999999,2,0.06309067,2,1
15051,PLplot/src/plshade.c/plshade.c,swap points 1 and 3,2.85,0.05,0.05,0.23,0.05,0.05,0.05,0.41,0.05,0.05,0.05,0.5000000162,0.5000000162,1.0000001049,0.0,0.0,0.0,0.0,2,-0.36333665,0,0
15052,PLplot/src/plargs.c/plargs.c,Informational option encountered (-h or -v),3.55,0.05,0.05,0.23,0.05,0.05,0.05,0.41,0.05,0.05,0.05,2.5000000695,3.0000046942000003,3.5000006561,0.0,0.0,0.0,0.0,2,-0.2669497,2,2
15068,PLplot/src/plctrl.c/plctrl.c,***   search build tree               ***,2.15,1.25,0.05,1.67,0.05,0.05,0.05,0.41,10.05,0.05,0.05,0.5000000162,1.5000000905000002,1.5000000905000002,0.0,0.5000000162,0.0,0.0,2,-0.34997723,2,2
15069,PLplot/src/plargs.c/plargs.c,"--------------------------------------------------------------------------
opt_debug()

! Performs appropriate action for option ""debug"":
! Turn on debugging flag
!
! @param PL_UNUSED( opt ) Not used.
! @param PL_UNUSED( opt_arg ) Not used.
! @param PL_UNUSED( client_data ) Not used.
!
! returns 0.
!
--------------------------------------------------------------------------",18.25,1.25,0.05,7.97,0.05,0.05,0.05,0.41,10.05,0.05,0.05,1.5000000905000002,6.9979166386000005,3.1000050438,1.0000001049,0.5000000162,0.5000000162,0.9866143,2,0.747065,2,1
15081,PLplot/src/plbox.c/plbox.c,Top axis.,1.45,0.05,0.05,1.67,0.05,0.05,0.05,0.41,0.05,0.05,0.05,0.0,0.5000000162,0.7999999637,0.5000000162,0.0,0.0,0.0,2,-0.4402702,2,2
15089,PLplot/src/plbox.c/plbox.c,Tick and subtick sizes in device coords,3.55,0.05,0.05,1.67,0.05,0.05,0.05,0.41,0.05,0.05,0.05,1.0000001049,1.5000000905000002,1.0000001049,0.0,0.0,0.0,0.0,2,-0.2669497,2,2
15096,PLplot/src/plot3d.c/plot3d.c,figure out the part of the data to use,2.85,0.05,0.05,1.67,0.05,0.05,0.05,0.41,0.05,0.05,0.05,0.0,1.0000001049,1.0000001049,0.0,0.0,0.0,0.0,2,-0.30905223,0,0
15100,PLplot/src/plargs.c/plargs.c,null-terminate color_field at the position of the delimiter.,2.85,0.05,0.05,0.23,0.05,0.05,0.05,0.41,0.05,0.05,0.05,8.661034212899999,20.0,20.0,1.5000000905000002,0.0,0.0,0.0,2,-0.16490872,1,0
15104,PLplot/src/plsym.c/plsym.c,"--------------------------------------------------------------------------
! Plot a glyph at the specified points.  (This function is largely
! superseded by plstring which gives access to many[!] more glyphs.)
! code=-1 means try to just draw a point.  Right now it's just a
! move and a draw at the same place.  Not ideal, since a
! sufficiently intelligent output device may optimize it away, or
! there may be faster ways of doing it.  This is OK for now, though,
! and offers a 4X speedup over drawing a Hershey font ""point"" (which
! is actually diamond shaped and and therefore takes 4 strokes to
! draw).  If 0 < code < 32, then a useful (but small subset) of
! Hershey symbols is plotted.  If 32 <= code <= 127 the
! corresponding printable ASCII character is plotted.
! @param n Number of points in x and y arrays.
! @param x Pointer to an array with X coordinates of points.
! @param y Pointer to an array with Y coordinates of points.
! @param code Hershey symbol code (in ""ascii-indexed"" form with
! -1 <= code <= 127) corresponding to a glyph to be plotted at each
! of the n points.
--------------------------------------------------------------------------",77.05,15.65,9.65,13.37,0.05,0.05,0.05,0.41,0.05,0.05,0.05,8.661034212899999,20.0,20.0,3.0000046942000003,0.5000000162,1.0000001049,0.9981779000000001,2,0.99973875,1,1
15105,PLplot/src/plcont.c/plcont.c,everything in bounds,1.45,0.05,0.05,0.23,0.05,0.05,0.05,0.41,0.05,0.05,0.05,0.0,0.0,0.5000000162,0.0,0.0,0.0,0.0,2,-0.38960853,1,1
15118,PLplot/src/plargs.c/plargs.c,Skip if option not enabled,2.85,0.05,0.05,1.67,1.25,0.05,0.05,0.41,0.05,0.05,0.05,0.5000000162,1.5000000905000002,0.5000000162,0.0,0.0,0.0,0.0,2,-0.33647394,0,0
15129,PLplot/src/plfreetype.c/plfreetype.c,subscript,0.75,0.05,0.05,0.23,0.05,0.05,0.05,0.41,0.05,0.05,0.05,0.5000000162,0.5000000162,1.0000001049,0.0,0.0,0.0,0.0,2,-0.40251392,0,0
15135,PLplot/src/plstripc.c/plstripc.c,"data exceeds X range
Regenerating plot",4.25,1.25,0.05,3.29,0.05,0.05,0.05,0.41,0.05,0.05,0.05,3.0000046942000003,4.0000001946,4.5000590733,0.0,0.0,0.0,0.0,2,-0.22380291,1,1
15137,PLplot/src/plgradient.c/plgradient.c,"Plot line corresponding to gradient to give visual
debugging cue.
plline( NGRAD, dxgrad, dygrad );",8.45,0.05,0.05,3.47,0.05,0.05,0.05,0.41,10.05,0.05,0.05,1.5000000905000002,3.5000006561,2.1000002299,1.0000001049,0.0,0.5000000162,0.0,2,-0.013358983999999999,2,2
15154,PLplot/src/plfreetype.c/plfreetype.c,check for unix abs path,3.55,2.45,0.05,1.67,0.05,0.05,0.05,0.41,10.05,0.05,0.05,1.0000001049,1.5000000905000002,2.000000282,0.0,0.0,0.0,0.46211717,2,-0.28110683,0,0
15155,PLplot/src/plargs.c/plargs.c,"--------------------------------------------------------------------------
plMergeOpts()

! Merge user option table info structure with internal one.
!
! @param options ?
! @param name ?
! @param notes ?
!
--------------------------------------------------------------------------",11.95,2.45,0.05,4.55,0.05,0.05,0.05,0.41,0.05,0.05,0.05,2.5000000695,5.5000425692,5.5000425692,0.0,0.5000000162,0.0,0.0,2,0.10866443,0,1
15156,PLplot/src/plgridd.c/plgridd.c,PL_HAVE_QHULL,0.75,0.05,0.05,0.23,0.05,0.05,0.05,0.41,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,-0.2669497,0,0
15176,PLplot/src/plbox.c/plbox.c,"For vertical axes with text written
parallel to edge, height of zero
corresponds to character centred on edge so
should add 0.5 to height to obtain bounding
box edge in direction away from edge,
However, experimentally found 0.8 gave a
better looking result.",23.15,12.05,1.65,5.63,0.05,0.05,0.05,0.41,0.05,0.05,0.05,3.5000006561,7.9678869871,20.0,0.0,0.0,1.0000001049,0.46211717,2,0.49123555,1,1
15186,PLplot/src/plsym.c/plsym.c,"find the right most of the 4 z axis options for ""primary""",5.65,1.25,0.05,1.67,0.05,0.05,0.05,0.41,0.05,0.05,0.05,0.5000000162,1.0000001049,1.0000001049,0.0,0.0,0.0,0.0,2,-0.17976068,2,2
15192,PLplot/src/plbox.c/plbox.c,save tick spacing,2.15,0.05,0.05,1.67,0.05,0.05,0.05,0.41,0.05,0.05,0.05,0.0,0.5000000162,0.0,0.0,0.0,0.0,0.0,2,-0.34997723,2,2
15197,PLplot/src/plsym.c/plsym.c,"--------------------------------------------------------------------------
void pldeco()

Decode a character string, and return an array of float integer symbol
numbers. This routine is responsible for interpreting all escape sequences.
At present the following escape sequences are defined (the letter following
the <esc> may be either upper or lower case):

<esc>u	: up one level (returns -1)
<esc>d	: down one level (returns -2)
<esc>b	: backspace (returns -3)
<esc>+	: toggles overline mode (returns -4)
<esc>-	: toggles underline mode (returns -5)
<esc><esc>	: <esc>
<esc>gx	: greek letter corresponding to roman letter x
<esc>fn	: switch to Normal font
<esc>fr	: switch to Roman font
<esc>fi	: switch to Italic font
<esc>fs	: switch to Script font
<esc>(nnn)	: Hershey symbol number nnn (any number of digits)

The escape character defaults to '#', but can be changed to any of
[!#$%&*@^~] via a call to plsesc.
--------------------------------------------------------------------------",79.15,32.45,3.25,7.97,0.05,0.05,0.05,0.41,0.05,0.05,0.05,6.9979166386000005,20.0,20.0,2.000000282,1.0000001049,0.0,0.7615941999999999,2,0.9995864999999999,2,2
15207,PLplot/src/plstripc.c/plstripc.c,strip id number,2.15,0.05,0.05,1.67,0.05,0.05,0.05,0.41,0.05,0.05,0.05,0.5000000162,0.5000000162,1.0999999394,1.0000001049,0.0,0.0,0.46211717,2,-0.36333665,2,2
15218,PLplot/src/plbox.c/plbox.c,Bottom axis.,1.45,0.05,0.05,1.67,0.05,0.05,0.05,0.41,0.05,0.05,0.05,0.0,0.5000000162,0.0,0.0,0.0,0.0,0.0,2,-0.41526130000000006,2,2
15219,PLplot/src/plargs.c/plargs.c,Parse color_field,1.45,0.05,0.05,1.67,0.05,0.05,0.05,0.41,0.05,0.05,0.05,0.0,0.5000000162,0.0,0.0,0.0,0.0,0.0,2,-0.37654829999999995,2,2
15222,PLplot/src/plvect.c/plvect.c,Calculate apropriate scaling if necessary,3.55,0.05,1.65,1.67,1.25,0.05,0.05,0.41,0.05,0.05,0.05,0.5000000162,1.0000001049,0.5000000162,0.0,0.0,0.0,0.0,2,-0.33647394,2,1
15225,PLplot/src/plwind.c/plwind.c,"--------------------------------------------------------------------------
void plwind()

Set up world coordinates of the viewport boundaries (2d plots).
--------------------------------------------------------------------------",7.75,1.25,0.05,2.21,0.05,0.05,0.05,0.41,0.05,0.05,0.05,0.0,0.5000000162,2.5000000695,0.0,0.5000000162,0.0,0.0,2,-0.10481462,2,2
15235,PLplot/src/plcvt.c/plcvt.c,world coords into millimeters (y),2.85,0.05,0.05,1.67,0.05,0.05,0.05,0.41,0.05,0.05,0.05,0.0,0.5000000162,0.5000000162,0.0,0.0,0.0,0.0,2,-0.30905223,2,2
15243,PLplot/src/plsym.c/plsym.c,check that the plotting environment is set up,2.85,1.25,0.05,1.67,0.05,0.05,0.05,0.41,0.05,0.05,0.05,0.5000000162,2.000000282,1.5000000905000002,0.0,0.0,0.0,0.0,2,-0.2669497,2,1
15252,PLplot/src/plot3d.c/plot3d.c,"the hidden line plotter plnxtv() only works OK if the x points are in increasing order.
As this does not always happens, the situation must be detected and the line segment
must be reversed before being plotted",14.75,3.65,1.65,0.59,2.45,0.05,0.05,0.41,0.05,0.05,0.05,5.5000425692,20.0,7.5097415311,0.0,0.0,0.0,0.9640276,2,0.5141107,2,2
15266,PLplot/src/plbox.c/plbox.c,Write separate exponential label if mode = 1.,4.95,6.05,0.05,1.67,1.25,0.05,0.05,0.41,0.05,0.05,0.05,5.5000425692,6.498966767000001,6.498966767000001,0.0,0.0,0.0,0.7615941999999999,2,-0.25267643,1,1
15270,PLplot/src/plargs.c/plargs.c,"Allow for ""holes"" in argv list",3.55,1.25,0.05,1.67,0.05,0.05,0.05,0.41,0.05,0.05,0.05,1.0000001049,1.5000000905000002,1.0000001049,0.0,0.0,0.0,0.0,2,-0.28110683,1,0
15297,PLplot/src/plcont.c/plcont.c,Ensure labels appear the right way up,3.55,0.05,0.05,1.67,0.05,0.05,0.05,0.41,0.05,0.05,0.05,0.5000000162,1.0000001049,1.5000000905000002,0.0,0.0,0.0,0.0,2,-0.28110683,2,2
15300,PLplot/src/plaffine.c/plaffine.c,"! Returns affine identity matrix
!
! @param affine_vector Initialize a (pre-allocated) transform matrix.
!",7.05,6.05,0.05,3.65,0.05,0.05,0.05,0.41,0.05,0.05,0.05,7.5097415311,8.661034212899999,20.0,4.0000001946,0.0,0.0,0.46211717,2,0.16869456,2,2
15306,PLplot/src/plsym.c/plsym.c,"normal = (medium, upright, sans serif)",3.55,0.05,1.65,0.23,0.05,0.05,0.05,0.41,0.05,0.05,0.05,0.5000000162,0.5000000162,1.0000001049,0.0,0.0,0.0,0.0,2,-0.16490872,2,2
15315,PLplot/src/plbox.c/plbox.c,"Assume label data is for placement of exponents if no custom
label function is provided.",7.75,6.05,0.05,1.85,1.25,0.05,0.05,0.41,0.05,0.05,0.05,3.0000046942000003,5.5000425692,4.0000001946,0.0,0.0,0.0,0.46211717,2,0.0019470894,1,1
15323,PLplot/src/plgridd.c/plgridd.c,"
Delaunay Triangulation Linear Interpolation using Pavel Sakov's nn package

The Delaunay Triangulation on the data points is build and for
each grid point the triangle where it is enclosed found and a
linear interpolation performed.

Points exterior to the convex hull of the data points cannot
be interpolated and are set to NaN.
",23.15,14.45,3.25,4.01,0.05,0.05,0.05,0.41,10.05,0.05,0.05,1.0000001049,8.661034212899999,7.8563151965,1.5000000905000002,0.5000000162,0.0,0.9866143,2,0.89073783,2,2
15331,PLplot/src/plargs.c/plargs.c,client data,1.45,0.05,0.05,0.23,0.05,0.05,0.05,0.41,0.05,0.05,0.05,0.0,0.0,0.5000000162,0.0,0.0,0.0,0.0,2,-0.33647394,2,2
15332,PLplot/src/plcvt.c/plcvt.c,subpage coords to device coords (x),3.55,0.05,0.05,1.67,0.05,0.05,0.05,0.41,0.05,0.05,0.05,0.5000000162,1.0000001049,0.5000000162,0.0,0.0,0.0,0.0,2,-0.33647394,2,2
15341,PLplot/src/plargs.c/plargs.c,"--------------------------------------------------------------------------
ParseOpt()

! Parses & determines appropriate action for input flag.
!
! @param p_myargc ?
! @param p_argv ?
! @param p_argc pointer to a value that ONLY keeps track of number of arguments after processing.
! @param p_argsave ?
! @param option_table ?
!
! @returns ?
!
--------------------------------------------------------------------------",19.65,9.65,0.05,8.15,0.05,0.05,0.05,0.41,0.05,0.05,0.05,20.0,20.0,20.0,2.000000282,0.5000000162,0.0,0.46211717,2,0.5362771,2,2
15346,PLplot/src/plstripc.c/plstripc.c,label color,1.45,0.05,0.05,0.23,0.05,0.05,0.05,0.41,0.05,0.05,0.05,0.0,0.0,0.5000000162,0.0,0.0,0.0,0.0,2,-0.36333665,2,2
15350,PLplot/src/plshade.c/plshade.c,"Cross from undefined (at im1) to defined region.
Bisect for the first point inside the defined region
and add it to xx, yy.",10.55,2.45,0.05,3.47,0.05,0.05,0.05,0.41,0.05,0.05,0.05,3.5000006561,4.5000590733,4.999976525899999,0.0,0.0,0.0,0.46211717,2,0.047831177999999995,2,1
15354,PLplot/src/plsym.c/plsym.c,get plotting environment information,2.85,0.05,0.05,1.67,0.05,0.05,0.05,0.41,0.05,0.05,0.05,1.0000001049,2.000000282,1.0000001049,0.0,0.0,0.0,0.0,2,-0.30905223,2,2
15369,PLplot/src/plgridd.c/plgridd.c,"Nearest Neighbors Linear Interpolation

The z value at the grid position will be interpolated from the
plane passing through the 3 nearest neighbors.
",9.85,3.65,1.65,0.59,0.05,0.05,0.05,0.41,0.05,0.05,0.05,0.5000000162,2.5000000695,5.5000425692,0.0,0.0,0.0,0.46211717,2,0.12376426,1,2
15372,PLplot/src/plargs.c/plargs.c,Background color,1.45,0.05,1.65,0.23,0.05,0.05,0.05,0.41,0.05,0.05,0.05,0.5000000162,0.5000000162,1.0000001049,0.0,0.0,0.0,0.46211717,2,-0.38960853,2,2
15373,PLplot/src/plctrl.c/plctrl.c,Save control points,2.15,0.05,0.05,1.67,0.05,0.05,0.05,0.41,0.05,0.05,0.05,0.0,0.5000000162,0.5000000162,0.0,0.0,0.0,0.0,2,-0.34997723,2,2
15381,PLplot/src/plsym.c/plsym.c,"script = (medium, upright, script)",2.85,0.05,0.05,0.23,0.05,0.05,0.05,0.41,0.05,0.05,0.05,0.0,0.0,0.5000000162,0.0,0.0,0.0,0.0,2,-0.1499816,1,1
15391,PLplot/src/plargs.c/plargs.c,Allocated colors in cmap 1,2.85,0.05,0.05,1.67,0.05,0.05,0.05,0.41,0.05,0.05,0.05,3.5000006561,3.5000006561,4.6999227657,2.000000282,0.0,0.0,0.46211717,2,-0.34997723,2,2
15394,PLplot/src/plbox.c/plbox.c,Linear,0.75,0.05,0.05,0.23,0.05,0.05,0.05,0.41,0.05,0.05,0.05,0.0,0.0,1.5000000905000002,0.0,0.0,0.0,0.0,2,-0.40251392,2,2
15399,PLplot/src/plargs.c/plargs.c,handler,0.75,0.05,0.05,0.23,0.05,0.05,0.05,0.41,0.05,0.05,0.05,0.0,0.0,0.6000000464,1.0000001049,0.0,0.0,0.0,2,-0.40251392,0,2
15414,PLplot/src/plctrl.c/plctrl.c,"Fall back to opaque red on opaque white as visual warning of any
error above.",6.35,1.25,3.25,1.85,1.25,0.05,0.05,0.41,0.05,0.05,0.05,0.0,1.0000001049,1.300000158,1.0000001049,0.0,0.0,0.0,2,-0.10481462,2,2
15428,PLplot/src/plargs.c/plargs.c,"Special hack to deal with -debug option before
pllib_init() is called.",4.95,0.05,0.05,1.85,0.05,0.05,0.05,0.41,10.05,0.05,0.05,0.5000000162,3.5000006561,1.300000158,0.5000000162,0.0,0.5000000162,0.46211717,2,-0.08965277,0,0
15429,PLplot/src/plfill.c/plfill.c,"The cases where the fill region is divided 3/1 --
LL           LR           UR           UL
+-----+      +-----+      +-----+      +-----+
|     |      |     |      |    \|      |/    |
|     |      |     |      |     |      |     |
|\    |      |    /|      |     |      |     |
+-----+      +-----+      +-----+      +-----+

Note when we go the long way around, if the direction is reversed the
three vertices must be visited in the opposite order.

LL, short way around",25.95,4.85,0.05,9.05,0.05,0.05,0.05,0.41,0.05,0.05,0.05,8.661034212899999,20.0,20.0,0.0,0.5000000162,0.5000000162,0.7615941999999999,2,0.9964809000000001,2,2
15434,PLplot/src/plfreetype.c/plfreetype.c,"Freetype lets you set the text size absolutely. It also takes into
account the DPI when doing so. So does plplot. Why, then, is it that the
size of the text drawn by plplot is bigger than the text drawn by
freetype when given IDENTICAL parameters ? Perhaps I am missing
something somewhere, but to fix this up we use TEXT_SCALING_FACTOR to
set a scaling factor to try and square things up a bit.
",25.95,9.65,6.45,6.89,0.05,0.05,0.05,0.41,8.05,0.05,0.05,6.9979166386000005,20.0,20.0,1.5000000905000002,0.0,0.0,0.90514827,2,0.8968924,0,0
15436,PLplot/src/plsym.c/plsym.c,"parallel, rotate & shear by angle",2.85,0.05,1.65,1.67,0.05,0.05,0.05,0.41,0.05,0.05,0.05,2.000000282,3.0000046942000003,2.5000000695,0.0,0.0,0.0,0.0,2,-0.25267643,2,2
15437,PLplot/src/plvect.c/plvect.c,"Unnecessarily initialize a_y to quiet a -O1 -Wuninitialized warning
which is a false alarm.  (If something goes wrong with the
a_x malloc below any further use of a_y does not occur.)",12.65,2.45,0.05,3.47,0.05,0.05,0.05,0.41,0.05,0.05,0.05,5.9995261631,7.5097415311,7.307008902100001,3.0000046942000003,0.0,0.0,0.7615941999999999,2,0.39290658,1,2
15461,PLplot/src/plargs.c/plargs.c,3 spaces,1.45,0.05,0.05,0.23,0.05,0.05,0.05,0.41,0.05,0.05,0.05,0.5000000162,0.0,0.6000000464,1.0000001049,0.0,0.0,0.0,2,-0.42784762,0,0
15471,PLplot/src/plcont.c/plcont.c,Link to the next point on the contour,2.85,1.25,1.65,1.67,0.05,0.05,0.05,0.41,0.05,0.05,0.05,0.0,0.5000000162,2.000000282,0.0,0.0,0.0,0.46211717,2,-0.33647394,1,2
15478,PLplot/src/plshade.c/plshade.c,"--------------------------------------------------------------------------
plshades()

Shade regions via a series of calls to plshade.
All arguments are the same as plshade except the following:
clevel is a pointer to an array of values representing
the shade edge values, nlevel-1 is
the number of different shades, (nlevel is the number of shade edges),
fill_width is the pattern fill width, and cont_color and cont_width
are the color and width of the contour drawn at each shade edge.
(if cont_color <= 0 or cont_width <=0, no such contours are drawn).
--------------------------------------------------------------------------",33.65,12.05,9.65,6.17,0.05,0.05,0.05,0.41,0.05,0.05,0.05,3.5000006561,20.0,20.0,1.0000001049,0.5000000162,0.0,0.0,2,0.9729559000000001,2,2
15480,PLplot/src/plot3d.c/plot3d.c,"--------------------------------------------------------------------------
void plmeshc(x, y, z, nx, ny, opt, clevel, nlevel)

Plots a mesh representation of the function z[x][y]. The x values
are stored as x[0..nx-1], the y values as y[0..ny-1], and the
z values are in the 2-d array z[][]. The integer ""opt"" specifies:

DRAW_LINEX   draw lines parallel to the X axis
DRAW_LINEY   draw lines parallel to the Y axis
DRAW_LINEXY  draw lines parallel to both the X and Y axis
MAG_COLOR    draw the mesh with a color dependent of the magnitude
BASE_CONT    draw contour plot at bottom xy plane
TOP_CONT     draw contour plot at top xy plane (not yet)
DRAW_SIDES   draw sides

or any bitwise combination, e.g. ""MAG_COLOR | DRAW_LINEX""

--------------------------------------------------------------------------",58.15,12.05,6.45,12.47,1.25,0.05,0.05,0.41,0.05,0.05,0.05,3.5000006561,20.0,20.0,2.000000282,0.5000000162,0.0,0.0,2,0.99969554,2,2
15490,PLplot/src/plgridd.c/plgridd.c,free long memory,2.15,2.45,0.05,1.67,0.05,0.05,0.05,0.41,0.05,0.05,0.05,0.5000000162,0.5000000162,1.0999999394,1.0000001049,0.0,0.0,0.46211717,2,-0.34997723,2,2
15491,PLplot/src/plargs.c/plargs.c,"fprintf( stderr, ""xwid, ywid, xoff, yoff = %d, %d, %d, %d\n"", xwid, ywid, xoff, yoff );",10.55,0.05,0.05,0.23,0.05,0.05,0.05,0.41,0.05,0.05,0.05,1.0000001049,1.0000001049,1.5000000905000002,0.0,0.0,0.0,0.9866143,2,0.5681831,1,1
15501,PLplot/src/plgridd.c/plgridd.c,vertices index,1.45,0.05,0.05,0.23,0.05,0.05,0.05,0.41,0.05,0.05,0.05,0.0,0.0,1.5000000905000002,0.0,0.0,0.0,0.46211717,2,-0.38960853,2,2
